0,202695,Kawhi Leonard,24.332,3.936,6.296,0.584,1.636,1.484,1.888,5.643089,1.4657142,2.1661434,0.62386173,1.1002438,0.9732387,0.99867475,1.8529949
1,1628374,Lauri Markkanen,20.404984,1.6074766,6.8411217,0.45794392,0.7352025,1.8629284,1.3613707,6.261271,1.0771675,2.4882014,0.57771677,0.74744606,1.0391096,0.9293341,1.8743209
2,203468,CJ McCollum,20.971989,4.7086835,4.0728292,0.46218488,0.92436975,1.9887955,1.8991597,6.3549,1.734422,1.6932652,0.5453863,0.76278627,1.0913081,1.1169903,1.8998654
3,204001,Kristaps Porziņģis,20.56,2.2145455,7.701818,1.5927273,0.7163636,2.8145454,1.5527272,5.367128,1.2519106,2.6180863,1.0710312,0.71289027,1.307626,1.0843686,1.9161489
4,1629639,Tyler Herro,20.443396,4.3144655,5.128931,0.20754717,0.754717,1.3805032,2.3396227,6.171677,1.8860203,2.0267742,0.34911746,0.7437558,1.0009071,1.2730093,1.9216088
5,201942,DeMar DeRozan,23.413712,5.07565,4.2765956,0.39243498,1.002364,2.1678486,1.7872341,6.5446925,1.936974,1.7312112,0.48525694,0.80364126,1.0550357,1.1523967,1.9584582
6,1627742,Brandon Ingram,22.621622,5.118243,5.381757,0.5878378,0.7263514,2.2027028,2.7601352,6.3197536,1.8101592,1.7742838,0.6273062,0.74676436,1.1229067,1.4502534,1.9787753
7,203897,Zach LaVine,23.817648,4.144118,4.394118,0.2882353,0.7735294,1.9882352,2.6529412,6.8382807,1.7270796,1.8149477,0.40187585,0.67713153,1.0776237,1.3531271,1.9842951
8,1627783,Pascal Siakam,22.259901,4.5321784,7.3985147,0.5074257,1.0,2.8019803,2.0816832,5.9363112,1.8483168,2.3760645,0.61932236,0.82495517,1.2892774,1.1305948,2.0035489
9,203078,Bradley Beal,22.446566,4.8511453,4.1297708,0.47709924,1.0038168,2.3625953,2.6946564,6.6444526,1.7991825,1.7669995,0.54710793,0.80705607,1.1288136,1.3353429,2.0041366
10,1630178,Tyrese Maxey,20.824324,4.7405405,3.1513515,0.3972973,1.0594594,2.0324323,1.554054,6.8496747,2.0461793,1.6481937,0.4817123,0.83424985,1.0894918,1.1013861,2.0072696
11,202710,Jimmy Butler III,20.76994,5.5276074,5.8128834,0.33435583,1.6257669,1.2423313,1.7392638,6.1871557,2.1478295,2.2749703,0.49679565,1.0942473,0.9039107,1.0984918,2.0290573
12,1631094,Paolo Banchero,22.190872,4.66805,7.2946057,0.58506227,0.8174274,2.045643,2.9087136,5.8518867,1.8475949,2.6871986,0.6281742,0.7251891,1.1176049,1.3657364,2.031912
13,1627750,Jamal Murray,21.72069,6.2034483,4.0448275,0.41379312,1.1275862,1.7586207,2.175862,6.608926,2.290577,1.759699,0.5089364,0.8623622,1.0398549,1.1685517,2.0341296
14,1629627,Zion Williamson,24.36087,4.3913045,6.5608697,0.6652174,1.052174,2.326087,2.7869565,6.102869,1.8933922,2.4658813,0.6889725,0.85769147,1.0524535,1.2971373,2.0511997
15,2544,LeBron James,26.22289,7.4698796,7.6054215,0.6415663,1.1114458,1.5210843,3.4759035,5.869003,2.1788082,2.4242735,0.6809184,0.83048457,1.0166917,1.4301709,2.0614786
16,203944,Julius Randle,22.34271,5.0306907,8.971867,0.30690536,0.7672634,2.8695652,3.0716112,6.3306336,1.967059,2.5571313,0.45029697,0.7746387,1.059386,1.2944314,2.0619397
17,203081,Damian Lillard,27.05614,7.2280703,4.463158,0.25964913,0.9508772,1.6807017,2.9192982,7.0778356,2.2574356,1.61895,0.38133872,0.767392,0.99212,1.4219233,2.0738566
18,1628368,De'Aaron Fox,24.097034,6.1563344,4.180593,0.38814017,1.4393531,2.6172507,2.695418,6.72413,2.1966646,1.6944103,0.5129397,0.98126525,1.1567723,1.2707436,2.0767035
19,202331,Paul George,21.597174,4.5371027,5.8657246,0.44876325,1.5547704,2.5724382,2.770318,6.5351224,1.828571,2.1086133,0.53882116,0.9551021,1.1876348,1.3890048,2.0775526
20,1627759,Jaylen Brown,24.707775,3.8123324,6.168901,0.4075067,1.1313673,2.621984,2.780161,6.768863,1.6502875,2.3344088,0.52836174,0.84333664,1.1993709,1.3080459,2.090382
21,1626157,Karl-Anthony Towns,23.008875,3.5295858,10.455622,0.8254438,0.8550296,3.5414202,2.8698225,5.957236,1.6142584,2.9980624,0.80997056,0.760098,1.2220966,1.3342495,2.0994246
22,1628369,Jayson Tatum,27.45,4.852778,8.205556,0.5888889,1.0527778,2.1055555,2.7722223,6.5946946,1.8177361,2.5603304,0.6468739,0.77883124,1.0150594,1.3436387,2.1081662
23,1626164,Devin Booker,26.342245,5.8342247,4.4037433,0.31016043,0.93048126,2.7834225,2.8208556,7.082695,2.1303968,1.7261571,0.42493883,0.766428,1.1591853,1.5813599,2.1244516
24,1628378,Donovan Mitchell,26.569862,5.2739725,4.4849315,0.3178082,1.4383562,2.279452,2.709589,7.4186697,1.8356451,1.8713257,0.44548532,0.879871,1.1658614,1.3190848,2.133706
25,1628973,Jalen Brunson,22.181818,5.7395577,3.4692874,0.11056511,0.8058968,1.990172,1.9803439,7.9952383,2.2928522,1.5812005,0.20865238,0.7451599,1.0819043,1.0626129,2.1382315
26,201142,Kevin Durant,27.537037,5.0740743,6.490741,1.1604939,0.8271605,1.9135803,3.2777777,6.412377,2.1073575,2.2617671,0.8625248,0.74135053,1.0596869,1.5337903,2.1398363
27,1629630,Ja Morant,23.607693,7.4615383,4.8230767,0.2846154,1.0653846,1.7115384,3.4153845,6.9401193,2.3315048,1.9861213,0.4290461,0.7675896,1.050064,1.5040395,2.1440692
28,1629027,Trae Young,25.8125,10.295455,3.2556818,0.14772727,1.0738636,1.7528409,4.2045455,7.16664,2.7998629,1.581539,0.289369,0.76544917,1.0293299,1.5036324,2.1622605
29,202681,Kyrie Irving,26.258965,5.386454,4.8525896,0.5976096,1.2868526,2.386454,2.1832669,7.468283,1.960636,1.9660712,0.63870704,0.89023304,1.0811645,1.1410756,2.1637385
30,201935,James Harden,21.661201,9.439891,6.169399,0.6393443,1.2568306,2.0327868,3.7213116,6.410173,2.760609,2.2424095,0.6684343,0.8541424,1.0718524,1.519556,2.218168
31,201939,Stephen Curry,27.398907,5.759563,4.9153004,0.34153005,1.0710382,1.7814207,3.057377,7.87245,2.2164688,1.9425325,0.44626364,0.9127772,1.0571113,1.307007,2.2506585
32,1630162,Anthony Edwards,24.461359,4.147541,5.285714,0.6346604,1.325527,2.0,2.8641686,7.9753265,1.6990455,2.1676934,0.67211086,0.9792196,1.1282717,1.4732366,2.299272
33,1642843,Cooper Flagg,20.387754,4.122449,6.5510206,0.79591835,1.1836735,2.142857,2.2040815,7.4662147,2.015501,2.4588854,0.73902124,0.92078865,1.103249,1.399443,2.3004434
34,1629029,Luka Dončić,30.562674,8.615599,8.5626745,0.5097493,1.3314763,2.3398328,4.0362115,6.8726873,2.6630251,2.4915264,0.59175366,0.9160028,1.1512831,1.452839,2.3055882
35,1628983,Shai Gilgeous-Alexander,29.569445,6.038889,4.9694443,0.87777776,1.5444444,2.3694444,2.5083334,7.809016,2.0794685,1.9678129,0.81273174,0.99302715,1.2092152,1.2805966,2.3074095
36,1630595,Cade Cunningham,22.662745,7.772549,5.435294,0.6431373,1.1137255,2.8666666,3.792157,6.7887583,2.7367394,2.1349924,0.66399187,0.8504945,1.3820069,1.891126,2.3497298
37,203507,Giannis Antetokounmpo,29.847645,6.041551,11.443213,1.0914128,1.0193906,2.8254848,3.401662,6.912502,2.4098136,3.0282662,0.8676319,0.76654786,1.186312,1.5288794,2.3857076
38,1630163,LaMelo Ball,20.746376,7.3985505,5.7789855,0.3115942,1.4130435,3.057971,3.2789855,6.841729,2.9392738,2.4937313,0.42231458,0.98952067,1.5563738,1.6488214,2.4131093
39,203076,Anthony Davis,24.04301,3.1648746,11.30466,2.09319,1.1648746,2.2222223,2.1182795,7.4113727,1.6321493,3.3851728,1.2779542,0.89913267,1.1550981,1.1981448,2.4227178
40,203954,Joel Embiid,30.389091,4.1054544,10.283636,1.4509091,0.99636364,2.6727273,3.3018181,7.9267597,1.7620399,2.916796,0.99116087,0.7817651,1.1487502,1.4718299,2.4284432
41,203999,Nikola Jokić,26.903465,9.168317,12.289604,0.7450495,1.4331683,2.5148516,3.371287,7.5938797,2.7660875,3.238618,0.72761923,0.9182858,1.1241306,1.5815192,2.5643058
42,1641705,Victor Wembanyama,22.949045,3.4968152,10.821656,3.4076433,1.1273885,2.3312101,3.267516,6.9977326,1.6028228,3.7706957,2.374662,0.9130174,1.2673695,1.6337603,2.6514373
