"",PLAYER_ID,PLAYER_NAME,PTS,AST,REB,BLK,STL,PF,TOV,PTS_diff,AST_diff,REB_diff,BLK_diff,STL_diff,PF_diff,TOV_diff,overall_avg_diff
200,1630567,Scottie Barnes,17.572727,5.0636363,7.633333,1.069697,1.2151515,2.2636364,2.3696969,5.3096066,1.9431615,3.086804,0.9253696,0.8748207,1.2826202,1.2327121,2.0935848
201,1626157,Karl-Anthony Towns,23.008875,3.5295858,10.455622,0.8254438,0.8550296,3.5414202,2.8698225,5.957236,1.6142584,2.9980624,0.80997056,0.760098,1.2220966,1.3342495,2.0994246
202,1628369,Jayson Tatum,27.45,4.852778,8.205556,0.5888889,1.0527778,2.1055555,2.7722223,6.5946946,1.8177361,2.5603304,0.6468739,0.77883124,1.0150594,1.3436387,2.1081662
203,1626164,Devin Booker,26.342245,5.8342247,4.4037433,0.31016043,0.93048126,2.7834225,2.8208556,7.082695,2.1303968,1.7261571,0.42493883,0.766428,1.1591853,1.5813599,2.1244516
204,1628378,Donovan Mitchell,26.569862,5.2739725,4.4849315,0.3178082,1.4383562,2.279452,2.709589,7.4186697,1.8356451,1.8713257,0.44548532,0.879871,1.1658614,1.3190848,2.133706
205,1628973,Jalen Brunson,22.181818,5.7395577,3.4692874,0.11056511,0.8058968,1.990172,1.9803439,7.9952383,2.2928522,1.5812005,0.20865238,0.7451599,1.0819043,1.0626129,2.1382315
206,201142,Kevin Durant,27.537037,5.0740743,6.490741,1.1604939,0.8271605,1.9135803,3.2777777,6.412377,2.1073575,2.2617671,0.8625248,0.74135053,1.0596869,1.5337903,2.1398363
207,1629630,Ja Morant,23.607693,7.4615383,4.8230767,0.2846154,1.0653846,1.7115384,3.4153845,6.9401193,2.3315048,1.9861213,0.4290461,0.7675896,1.050064,1.5040395,2.1440692
208,1629027,Trae Young,25.8125,10.295455,3.2556818,0.14772727,1.0738636,1.7528409,4.2045455,7.16664,2.7998629,1.581539,0.289369,0.76544917,1.0293299,1.5036324,2.1622605
209,202681,Kyrie Irving,26.258965,5.386454,4.8525896,0.5976096,1.2868526,2.386454,2.1832669,7.468283,1.960636,1.9660712,0.63870704,0.89023304,1.0811645,1.1410756,2.1637385
210,1627832,Fred VanVleet,18.144201,6.830721,4.0376177,0.6081505,1.6175549,2.4984326,1.937304,7.0801363,2.4093473,1.7748542,0.65053505,1.0234075,1.1534406,1.0852295,2.168136
211,201935,James Harden,21.661201,9.439891,6.169399,0.6393443,1.2568306,2.0327868,3.7213116,6.410173,2.760609,2.2424095,0.6684343,0.8541424,1.0718524,1.519556,2.218168
212,1642852,Derik Queen,12.218182,4.1454544,7.2181816,0.90909094,1.0363636,2.8363636,2.4,6.2062716,2.2217557,2.5802054,0.8065416,0.8503582,1.4475962,1.4275775,2.2200437
